review_order,question_id,job_id,content_id,core_content_code,title,source_label,topic,topic_group,domain
201,EMS2026-1-1-1-2-3-01,JOB-1-1-1-2-3-01,1.1.1.2.3,1.1.1.2.3,Ambulance Medical Necessity,second50_qi_review,Determination of medical necessity in the field,,MEDICAL OVERSIGHT OF EMS
202,EMS2026-1-2-2-4-04,JOB-1-2-2-4-04,1.2.2.4,1.2.2.4,EMAC Mutual Aid Function,second50_qi_review,Mutual aid response,,MEDICAL OVERSIGHT OF EMS
203,EMS2026-1-3-6-10,JOB-1-3-6-10,1.3.6,1.3.6,Retention Beyond Pay,second50_qi_review,Recruitment and Retention,,MEDICAL OVERSIGHT OF EMS
204,EMS2026-2-3-12-2-03,JOB-2-3-12-2-03,2.3.12.2,2.3.12.2,Weapon Risk In Suicidal Patient,paramedic_next_action_50,Suicidal ideation,MEDICAL EMERGENCIES,CLINICAL ASPECTS OF EMS MEDICINE
205,EMS2026-1-2-5-4-05,JOB-1-2-5-4-05,1.2.5.4,1.2.5.4,Wilderness Protocol Difference,second50_qi_review,Wilderness EMS,,MEDICAL OVERSIGHT OF EMS
206,EMS2026-1-1-1-1-1-07,JOB-1-1-1-1-1-07,1.1.1.1.1,1.1.1.1.1,Physician Field Care Feedback Loop,second50_qi_review,Provision of direct patient care,,MEDICAL OVERSIGHT OF EMS
207,EMS2026-2-1-2-2-6-01,JOB-2-1-2-2-6-01,2.1.2.2.6,2.1.2.2.6,Supraglottic Airway System Role,second50_qi_review,Supraglottic/extraglottic airways,,CLINICAL ASPECTS OF EMS MEDICINE
208,EMS2026-2-2-5-1-3-04,JOB-2-2-5-1-3-04,2.2.5.1.3,2.2.5.1.3,Femoral Shaft Fracture Splint Choice,second50_qi_review,Application of traction devices,,CLINICAL ASPECTS OF EMS MEDICINE
209,EMS2026-2-3-11-6-1-05,JOB-2-3-11-6-1-05,2.3.11.6.1,2.3.11.6.1,Tuberculosis Postexposure Testing Window,second50_qi_review,"Health monitoring, post-exposure prophylaxis, and testing",,CLINICAL ASPECTS OF EMS MEDICINE
210,EMS2026-2-3-12-3-4-02,JOB-2-3-12-3-4-02,2.3.12.3.4,2.3.12.3.4,Agitated Delirium As Medical Emergency,paramedic_next_action_50,Delirium with agitated behavior,MEDICAL EMERGENCIES,CLINICAL ASPECTS OF EMS MEDICINE
211,EMS2026-4-1-5-5-02,JOB-4-1-5-5-02,4.1.5.5,4.1.5.5,Strategic Caches And Stockpiles,second50_qi_review,State and federal assets,,DISASTER MANAGEMENT AND SPECIAL OPERATIONS
212,EMS2026-4-1-7-1-01,JOB-4-1-7-1-01,4.1.7.1,4.1.7.1,When MCI Triage Is Needed,second50_qi_review,Triage,,DISASTER MANAGEMENT AND SPECIAL OPERATIONS
213,EMS2026-1-1-2-3-03,JOB-1-1-2-3-03,1.1.2.3,1.1.2.3,NAEMSP TOR Protocol Support,second50_qi_review,Determination and/or pronouncement of death,,MEDICAL OVERSIGHT OF EMS
214,EMS2026-2-1-1-2-02,JOB-2-1-1-2-02,2.1.1.2,2.1.1.2,Exceptional CPR Transport,second50_qi_review,Transport decisions,,CLINICAL ASPECTS OF EMS MEDICINE
215,EMS2026-1-5-2-10,JOB-1-5-2-10,1.5.2,1.5.2,Special Event Communications Matrix,second50_qi_review,Crisis communication,,MEDICAL OVERSIGHT OF EMS
216,EMS2026-2-3-13-1-1-02,JOB-2-3-13-1-1-02,2.3.13.1.1,2.3.13.1.1,Urban Hypothermia Assessment,paramedic_next_action_50,Hypothermia,MEDICAL EMERGENCIES,CLINICAL ASPECTS OF EMS MEDICINE
217,EMS2026-2-2-5-1-3-05,JOB-2-2-5-1-3-05,2.2.5.1.3,2.2.5.1.3,Femoral Fracture Protocol Update,second50_qi_review,Application of traction devices,,CLINICAL ASPECTS OF EMS MEDICINE
218,EMS2026-4-7-2-06,JOB-4-7-2-06,4.7.2,4.7.2,MIH Heart-Failure Education Need,second50_qi_review,Expanded role/scope of practice,,DISASTER MANAGEMENT AND SPECIAL OPERATIONS
219,EMS2026-1-5-4-04,JOB-1-5-4-04,1.5.4,1.5.4,PSAP Quality Beyond Answer Time,second50_qi_review,Communication lifecycle,,MEDICAL OVERSIGHT OF EMS
220,EMS2026-2-1-2-1-3-04,JOB-2-1-2-1-3-04,2.1.2.1.3,2.1.2.1.3,BVM Complication And Cricoid Pressure,second50_qi_review,Bag-valve-mask ventilation,,CLINICAL ASPECTS OF EMS MEDICINE
221,EMS2026-4-7-5-03,JOB-4-7-5-03,4.7.5,4.7.5,MIH Competency Evaluation,second50_qi_review,"Personnel education, certification, and credentialing",,DISASTER MANAGEMENT AND SPECIAL OPERATIONS
222,EMS2026-2-3-13-1-3-02,JOB-2-3-13-1-3-02,2.3.13.1.3,2.3.13.1.3,Gentle Handling In Moderate Hypothermia,paramedic_next_action_50,Protection from injury vs. re-warming,MEDICAL EMERGENCIES,CLINICAL ASPECTS OF EMS MEDICINE
223,EMS2026-2-3-8-4-05,JOB-2-3-8-4-05,2.3.8.4,2.3.8.4,Caustic Ingestion Oral Exam Trap,second50_qi_review,Caustic substance ingestion (including airway management),,CLINICAL ASPECTS OF EMS MEDICINE
224,EMS2026-1-1-1-2-1-06,JOB-1-1-1-2-1-06,1.1.1.2.1,1.1.1.2.1,Protocol Rollout Quality Loop,second50_qi_review,Development of medical protocols,,MEDICAL OVERSIGHT OF EMS
225,EMS2026-3-2-1-5-03,JOB-3-2-1-5-03,3.2.1.5,3.2.1.5,EFIC Eligibility Boundary,second50_qi_review,Human subjects research and vulnerable populations,,QUALITY MANAGEMENT AND RESEARCH
226,EMS2026-1-1-2-3-06,JOB-1-1-2-3-06,1.1.2.3,1.1.2.3,POLST Across Settings,second50_qi_review,Determination and/or pronouncement of death,,MEDICAL OVERSIGHT OF EMS
227,EMS2026-2-3-2-2-1-02,JOB-2-3-2-2-1-02,2.3.2.2.1,2.3.2.2.1,Volume-Overload Heart Failure Pattern,second50_qi_review,Field identification of heart failure (acute or chronic),,CLINICAL ASPECTS OF EMS MEDICINE
228,EMS2026-2-3-13-2-1-03,JOB-2-3-13-2-1-03,2.3.13.2.1,2.3.13.2.1,Cool First In Exertional Heat Stroke,paramedic_next_action_50,Exertional heat stroke,MEDICAL EMERGENCIES,CLINICAL ASPECTS OF EMS MEDICINE
229,EMS2026-1-1-2-2-09,JOB-1-1-2-2-09,1.1.2.2,1.1.2.2,Human Trafficking Training Package,second50_qi_review,Mandatory reporting,,MEDICAL OVERSIGHT OF EMS
230,EMS2026-2-3-7-6-01,JOB-2-3-7-6-01,2.3.7.6,2.3.7.6,Pregnant Trauma Monitoring Destination,second50_qi_review,Trauma in pregnancy,,CLINICAL ASPECTS OF EMS MEDICINE
231,EMS2026-2-2-1-6-01,JOB-2-2-1-6-01,2.2.1.6,2.2.1.6,Open Pneumothorax Dressing Choice,second50_qi_review,Wound care management,,CLINICAL ASPECTS OF EMS MEDICINE
232,EMS2026-3-2-2-08,JOB-3-2-2-08,3.2.2,3.2.2,Cohort Study Direction,second50_qi_review,Epidemiology,,QUALITY MANAGEMENT AND RESEARCH
233,EMS2026-4-1-1-1-03,JOB-4-1-1-1-03,4.1.1.1,4.1.1.1,ESF 8 Scope,second50_qi_review,IS-800,,DISASTER MANAGEMENT AND SPECIAL OPERATIONS
234,EMS2026-2-3-13-4-1-03,JOB-2-3-13-4-1-03,2.3.13.4.1,2.3.13.4.1,Ventilation Priority In Drowning Arrest,paramedic_next_action_50,Initial management in water,MEDICAL EMERGENCIES,CLINICAL ASPECTS OF EMS MEDICINE
235,EMS2026-3-2-4-4-02,JOB-3-2-4-4-02,3.2.4.4,3.2.4.4,CONSORT For Randomized Trials,second50_qi_review,"Reporting guidelines (e.g., PRISMA, CONSORT, STROBE)",,QUALITY MANAGEMENT AND RESEARCH
236,EMS2026-4-7-4-02,JOB-4-7-4-02,4.7.4,4.7.4,MIH Regulation Without Stifling Innovation,second50_qi_review,Medical oversight models,,DISASTER MANAGEMENT AND SPECIAL OPERATIONS
237,EMS2026-1-2-5-12-01,JOB-1-2-5-12-01,1.2.5.12,1.2.5.12,In-Flight Chest Pain Coordination,second50_qi_review,"Airline, cruise ship, and resort medical support",,MEDICAL OVERSIGHT OF EMS
238,EMS2026-1-1-1-3-05,JOB-1-1-1-3-05,1.1.1.3,1.1.1.3,Low-Frequency High-Risk Skill Maintenance,second50_qi_review,Assessment of personnel competence and fitness for duty (initial and continued),,MEDICAL OVERSIGHT OF EMS
239,EMS2026-1-1-1-3-04,JOB-1-1-1-3-04,1.1.1.3,1.1.1.3,Competency Review Interval,second50_qi_review,Assessment of personnel competence and fitness for duty (initial and continued),,MEDICAL OVERSIGHT OF EMS
240,EMS2026-2-4-5-1-03,JOB-2-4-5-1-03,2.4.5.1,2.4.5.1,Croup Treatment Without Agitation,paramedic_next_action_50,Pediatric airway management,SPECIAL CLINICAL CONSIDERATIONS,CLINICAL ASPECTS OF EMS MEDICINE
241,EMS2026-4-1-7-2-2-04,JOB-4-1-7-2-2-04,4.1.7.2.2,4.1.7.2.2,Early Redundant Tracking For Family Reunification,uncovered50_v3_source_hardened,Patient reunification,DISASTER MANAGEMENT,DISASTER MANAGEMENT AND SPECIAL OPERATIONS
242,EMS2026-1-2-4-1-05,JOB-1-2-4-1-05,1.2.4.1,1.2.4.1,Vehicle Capability Versus Ambulance Count,uncovered50_v3_source_hardened,Response and transport vehicles,EMS SYSTEMS,MEDICAL OVERSIGHT OF EMS
243,EMS2026-3-1-2-4-05,JOB-3-1-2-4-05,3.1.2.4,3.1.2.4,Just Culture Versus Disciplinary Contamination,uncovered50_v3_source_hardened,Just culture,QUALITY MANAGEMENT,QUALITY MANAGEMENT AND RESEARCH
244,EMS2026-4-1-6-4-04,JOB-4-1-6-4-04,4.1.6.4,4.1.6.4,Regional Resource Request Spillover,uncovered50_v3_source_hardened,Regional Medical Operations Coordination Centers,DISASTER MANAGEMENT,DISASTER MANAGEMENT AND SPECIAL OPERATIONS
245,EMS2026-1-4-4-4-04,JOB-1-4-4-4-04,1.4.4.4,1.4.4.4,Diversion Policy With Regional Harm Signal,uncovered50_v3_source_hardened,Hospital diversion and bypass,EMS SYSTEM MANAGEMENT,MEDICAL OVERSIGHT OF EMS
246,EMS2026-2-4-5-4-03,JOB-2-4-5-4-03,2.4.5.4,2.4.5.4,Concerning Pediatric Refusal,paramedic_next_action_50,Unique issues related to consent,SPECIAL CLINICAL CONSIDERATIONS,CLINICAL ASPECTS OF EMS MEDICINE
247,EMS2026-1-1-1-1-2-05,JOB-1-1-1-1-2-05,1.1.1.1.2,1.1.1.1.2,Online Orders Within A Written Exception Pathway,uncovered50_v3_source_hardened,Physician directed care by radio or phone,MEDICAL OVERSIGHT,MEDICAL OVERSIGHT OF EMS
248,EMS2026-2-3-11-5-2-02,JOB-2-3-11-5-2-02,2.3.11.5.2,2.3.11.5.2,Task-Based Personal Protective Equipment,uncovered50_v3_source_hardened,Standard precautions,MEDICAL EMERGENCIES,CLINICAL ASPECTS OF EMS MEDICINE
249,EMS2026-3-1-3-1-2-05,JOB-3-1-3-1-2-05,3.1.3.1.2,3.1.3.1.2,Control Chart Versus Run Chart After Intervention,uncovered50_v3_source_hardened,Graphic display tools (run chart and control chart),QUALITY MANAGEMENT,QUALITY MANAGEMENT AND RESEARCH
250,EMS2026-1-2-2-3-05,JOB-1-2-2-3-05,1.2.2.3,1.2.2.3,Determinants That Matter Only If Response Changes,uncovered50_v3_source_hardened,Tiered response,EMS SYSTEMS,MEDICAL OVERSIGHT OF EMS
251,EMS2026-4-1-2-1-05,JOB-4-1-2-1-05,4.1.2.1,4.1.2.1,NIMS Component Behind The Information Failure,uncovered50_v3_source_hardened,IS-700,DISASTER MANAGEMENT,DISASTER MANAGEMENT AND SPECIAL OPERATIONS
252,EMS2026-2-4-5-7-03,JOB-2-4-5-7-03,2.4.5.7,2.4.5.7,Safe Pediatric Ambulance Restraint,paramedic_next_action_50,Safe transport of pediatric patients,SPECIAL CLINICAL CONSIDERATIONS,CLINICAL ASPECTS OF EMS MEDICINE
253,EMS2026-2-2-2-1-05,JOB-2-2-2-1-05,2.2.2.1,2.2.2.1,Finger Thoracostomy Program Boundaries,uncovered50_v3_source_hardened,"Thoracostomy (including needle, simple, or tube)",TRAUMA,CLINICAL ASPECTS OF EMS MEDICINE
254,EMS2026-2-3-12-1-2-04,JOB-2-3-12-1-2-04,2.3.12.1.2,2.3.12.1.2,Psychosis De-Escalation With Safety Boundary,uncovered50_v3_source_hardened,Psychosis,MEDICAL EMERGENCIES,CLINICAL ASPECTS OF EMS MEDICINE
255,EMS2026-2-3-5-4-01,JOB-2-3-5-4-01,2.3.5.4,2.3.5.4,Insulin Pump And Route-Specific Hypoglycemia Care,uncovered50_v3_source_hardened,Insulin pumps,MEDICAL EMERGENCIES,CLINICAL ASPECTS OF EMS MEDICINE
256,EMS2026-2-2-3-2-04,JOB-2-2-3-2-04,2.2.3.2,2.2.3.2,Active Extrication Boundary For Spinal Motion Devices,uncovered50_v3_source_hardened,Application of backboard as extrication device,TRAUMA,CLINICAL ASPECTS OF EMS MEDICINE
257,EMS2026-1-1-2-6-05,JOB-1-1-2-6-05,1.1.2.6,1.1.2.6,Due Process Thresholds After Practice Restriction,uncovered50_v3_source_hardened,Due process,MEDICAL OVERSIGHT,MEDICAL OVERSIGHT OF EMS
258,EMS2026-2-4-6-1-03,JOB-2-4-6-1-03,2.4.6.1,2.4.6.1,Geriatric Head Injury Undertriage,paramedic_next_action_50,"Geriatric trauma (e.g., falls)",SPECIAL CLINICAL CONSIDERATIONS,CLINICAL ASPECTS OF EMS MEDICINE
259,EMS2026-1-1-1-1-3-04,JOB-1-1-1-1-3-04,1.1.1.1.3,1.1.1.1.3,Physician Field Supervision Without Role Confusion,uncovered50_v3_source_hardened,Physician directed care in person,MEDICAL OVERSIGHT,MEDICAL OVERSIGHT OF EMS
260,EMS2026-4-1-6-1-04,JOB-4-1-6-1-04,4.1.6.1,4.1.6.1,Likelihood Of Benefit In Scarce Antidote Allocation,uncovered50_v3_source_hardened,Allocation of scene resources,DISASTER MANAGEMENT,DISASTER MANAGEMENT AND SPECIAL OPERATIONS
261,EMS2026-2-1-2-6-02,JOB-2-1-2-6-02,2.1.2.6,2.1.2.6,Controlled Pressure For Post-Tonsillectomy Bleeding,uncovered50_v3_source_hardened,Control of post-tonsillectomy hemorrhage,RESUSCITATION,CLINICAL ASPECTS OF EMS MEDICINE
262,EMS2026-4-1-5-3-04,JOB-4-1-5-3-04,4.1.5.3,4.1.5.3,NGO Mass-Care Role Versus Medical Assets,uncovered50_v3_source_hardened,Non-governmental agencies,DISASTER MANAGEMENT,DISASTER MANAGEMENT AND SPECIAL OPERATIONS
263,EMS2026-2-3-7-1-5-01,JOB-2-3-7-1-5-01,2.3.7.1.5,2.3.7.1.5,First-Trimester Bleeding With Shock,uncovered50_v3_source_hardened,Spontaneous or threatened abortion,MEDICAL EMERGENCIES,CLINICAL ASPECTS OF EMS MEDICINE
264,EMS2026-2-4-6-3-04,JOB-2-4-6-3-04,2.4.6.3,2.4.6.3,Acute Delirium In Dementia,paramedic_next_action_50,Dementia or delirium,SPECIAL CLINICAL CONSIDERATIONS,CLINICAL ASPECTS OF EMS MEDICINE
265,EMS2026-3-1-3-1-1-05,JOB-3-1-3-1-1-05,3.1.3.1.1,3.1.3.1.1,Driver Diagram Parts After Fishbone Work,uncovered50_v3_source_hardened,Causal tools (fishbone and driver diagram),QUALITY MANAGEMENT,QUALITY MANAGEMENT AND RESEARCH
266,EMS2026-1-4-7-07,JOB-1-4-7-07,1.4.7,1.4.7,Choosing The MIH Model For Senior Housing,uncovered50_v3_source_hardened,Navigation to Healthcare Resources,EMS SYSTEM MANAGEMENT,MEDICAL OVERSIGHT OF EMS
267,EMS2026-1-1-1-4-07,JOB-1-1-1-4-07,1.1.1.4,1.1.1.4,Medical Director Role Boundary And Authority,uncovered50_v3_source_hardened,Medical director qualifications,MEDICAL OVERSIGHT,MEDICAL OVERSIGHT OF EMS
268,EMS2026-2-1-2-5-03,JOB-2-1-2-5-03,2.1.2.5,2.1.2.5,Ventilating A Tracheostomy Patient From Above,uncovered50_v3_source_hardened,Tracheostomy complications,RESUSCITATION,CLINICAL ASPECTS OF EMS MEDICINE
269,EMS2026-1-1-1-1-4-04,JOB-1-1-1-1-4-04,1.1.1.1.4,1.1.1.1.4,Telemedicine For A High-Risk Refusal,uncovered50_v3_source_hardened,Telemedicine,MEDICAL OVERSIGHT,MEDICAL OVERSIGHT OF EMS
270,EMS2026-2-4-7-2-02,JOB-2-4-7-2-02,2.4.7.2,2.4.7.2,Bariatric Respiratory Positioning,paramedic_next_action_50,Procedure challenges,SPECIAL CLINICAL CONSIDERATIONS,CLINICAL ASPECTS OF EMS MEDICINE
271,EMS2026-2-2-1-4-1-03,JOB-2-2-1-4-1-03,2.2.1.4.1,2.2.1.4.1,Motorcycle Mechanism At The Triage Margin,uncovered50_v3_source_hardened,Motor vehicle collisions,TRAUMA,CLINICAL ASPECTS OF EMS MEDICINE
272,EMS2026-2-1-2-2-5-04,JOB-2-1-2-2-5-04,2.1.2.2.5,2.1.2.2.5,Sedation-Only Intubation Proposal,uncovered50_v3_source_hardened,Drug assisted airway management,RESUSCITATION,CLINICAL ASPECTS OF EMS MEDICINE
273,EMS2026-1-2-1-07,JOB-1-2-1-07,1.2.1,1.2.1,All-Caller Interrogation Before Chief-Complaint Script,uncovered50_v3_source_hardened,Public Safety Answering Points,EMS SYSTEMS,MEDICAL OVERSIGHT OF EMS
274,EMS2026-3-1-4-3-05,JOB-3-1-4-3-05,3.1.4.3,3.1.4.3,Outcome Linkage Versus Event Metrics,uncovered50_v3_source_hardened,Performance measures,QUALITY MANAGEMENT,QUALITY MANAGEMENT AND RESEARCH
275,EMS2026-1-2-3-07,JOB-1-2-3-07,1.2.3,1.2.3,Lights-And-Siren Reassessment With Wake-Effect Risk,uncovered50_v3_source_hardened,Use of Lights and Siren,EMS SYSTEMS,MEDICAL OVERSIGHT OF EMS
276,EMS2026-2-4-8-1-03,JOB-2-4-8-1-03,2.4.8.1,2.4.8.1,Hospice Dyspnea Goals Of Care,paramedic_next_action_50,Hospice care,SPECIAL CLINICAL CONSIDERATIONS,CLINICAL ASPECTS OF EMS MEDICINE
277,EMS2026-2-1-1-3-04,JOB-2-1-1-3-04,2.1.1.3,2.1.1.3,Post-ROSC Cold Saline Trap,uncovered50_v3_source_hardened,Post-resuscitation care,RESUSCITATION,CLINICAL ASPECTS OF EMS MEDICINE
278,EMS2026-1-2-2-2-05,JOB-1-2-2-2-05,1.2.2.2,1.2.2.2,"Same Dispatch Code, Different Local Response",uncovered50_v3_source_hardened,"Prioritization of response (e.g., determining local needs based on local resources)",EMS SYSTEMS,MEDICAL OVERSIGHT OF EMS
279,EMS2026-1-1-2-4-1-05,JOB-1-1-2-4-1-05,1.1.2.4.1,1.1.2.4.1,Meaningful Online Oversight For Refusal,uncovered50_v3_source_hardened,Informed consent and informed refusal,MEDICAL OVERSIGHT,MEDICAL OVERSIGHT OF EMS
280,EMS2026-2-1-2-1-2-04,JOB-2-1-2-1-2-04,2.1.2.1.2,2.1.2.1.2,Oxygen Saturation Is Not Ventilation,uncovered50_v3_source_hardened,Oropharyngeal and nasopharyngeal airways,RESUSCITATION,CLINICAL ASPECTS OF EMS MEDICINE
281,EMS2026-2-1-2-2-2-04,JOB-2-1-2-2-2-04,2.1.2.2.2,2.1.2.2.2,Airway Quality Measures Beyond Success,uncovered50_v3_source_hardened,Airway management adjuncts,RESUSCITATION,CLINICAL ASPECTS OF EMS MEDICINE
282,EMS2026-2-4-9-2-02,JOB-2-4-9-2-02,2.4.9.2,2.4.9.2,Caregiver Input For Home Ventilator Alarm,paramedic_next_action_50,Family centered care,SPECIAL CLINICAL CONSIDERATIONS,CLINICAL ASPECTS OF EMS MEDICINE
283,EMS2026-1-2-2-1-05,JOB-1-2-2-1-05,1.2.2.1,1.2.2.1,Agonal Breathing As A Dispatch Failure Mode,uncovered50_v3_source_hardened,Pre-arrival instructions,EMS SYSTEMS,MEDICAL OVERSIGHT OF EMS
284,EMS2026-2-4-4-1-06,JOB-2-4-4-1-06,2.4.4.1,2.4.4.1,Fixed-Wing Motion And Fracture Pain,uncovered50_v3_source_hardened,Effect of altitude on patient management,SPECIAL CLINICAL CONSIDERATIONS,CLINICAL ASPECTS OF EMS MEDICINE
285,EMS2026-4-1-5-2-04,JOB-4-1-5-2-04,4.1.5.2,4.1.5.2,Title 32 Civil Support Team Command Status,uncovered50_v3_source_hardened,Specialized teams,DISASTER MANAGEMENT,DISASTER MANAGEMENT AND SPECIAL OPERATIONS
286,EMS2026-4-1-7-3-1-04,JOB-4-1-7-3-1-04,4.1.7.3.1,4.1.7.3.1,Nontraditional Transport For Walking Wounded,uncovered50_v3_source_hardened,Transport modes,DISASTER MANAGEMENT,DISASTER MANAGEMENT AND SPECIAL OPERATIONS
287,EMS2026-2-3-4-1-07,JOB-2-3-4-1-07,2.3.4.1,2.3.4.1,Antithrombotic Detail In Bleeding Handoff,uncovered50_v3_source_hardened,Gastrointestinal hemorrhage,MEDICAL EMERGENCIES,CLINICAL ASPECTS OF EMS MEDICINE
288,EMS2026-2-4-9-3-02,JOB-2-4-9-3-02,2.4.9.3,2.4.9.3,Bystander History During Ongoing Care,paramedic_next_action_50,Management of bystanders while caring for patient,SPECIAL CLINICAL CONSIDERATIONS,CLINICAL ASPECTS OF EMS MEDICINE
289,EMS2026-2-3-4-2-02,JOB-2-3-4-2-02,2.3.4.2,2.3.4.2,Jejunal Feeding Port Implication,uncovered50_v3_source_hardened,Gastrointestinal tube displacement,MEDICAL EMERGENCIES,CLINICAL ASPECTS OF EMS MEDICINE
290,EMS2026-2-1-1-1-04,JOB-2-1-1-1-04,2.1.1.1,2.1.1.1,Compression Pauses On Defibrillator Review,uncovered50_v3_source_hardened,General management and field resuscitation,RESUSCITATION,CLINICAL ASPECTS OF EMS MEDICINE
291,EMS2026-3-1-4-2-05,JOB-3-1-4-2-05,3.1.4.2,3.1.4.2,ePCR Architecture And Workflow Burden,uncovered50_v3_source_hardened,Information system design,QUALITY MANAGEMENT,QUALITY MANAGEMENT AND RESEARCH
292,EMS2026-2-1-2-3-04,JOB-2-1-2-3-04,2.1.2.3,2.1.2.3,Low-Light Airway Failure As Readiness Failure,uncovered50_v3_source_hardened,"Airway management in challenging conditions (e.g., low light, atypical position)",RESUSCITATION,CLINICAL ASPECTS OF EMS MEDICINE
293,EMS2026-4-1-5-1-04,JOB-4-1-5-1-04,4.1.5.1,4.1.5.1,NDMS Patient Movement Through A Federal Coordinating Center,uncovered50_v3_source_hardened,National Disaster Medical System (NDMS),DISASTER MANAGEMENT,DISASTER MANAGEMENT AND SPECIAL OPERATIONS
294,EMS2026-2-3-9-5-02,JOB-2-3-9-5-02,2.3.9.5,2.3.9.5,Blast Scene Secondary-Device Safety,paramedic_next_action_50,Explosive/Blast,MEDICAL EMERGENCIES,CLINICAL ASPECTS OF EMS MEDICINE
295,EMS2026-1-4-3-1-05,JOB-1-4-3-1-05,1.4.3.1,1.4.3.1,BLS Oversight When State Authority Is Silent,uncovered50_v3_source_hardened,Working with government and public health agencies,EMS SYSTEM MANAGEMENT,MEDICAL OVERSIGHT OF EMS
296,EMS2026-4-1-6-5-04,JOB-4-1-6-5-04,4.1.6.5,4.1.6.5,Alternate Care Facility Authority And Credentialing,uncovered50_v3_source_hardened,Alternate care facilities,DISASTER MANAGEMENT,DISASTER MANAGEMENT AND SPECIAL OPERATIONS
297,EMS2026-4-1-5-4-04,JOB-4-1-5-4-04,4.1.5.4,4.1.5.4,MRC Integration Versus Walk-In Volunteers,uncovered50_v3_source_hardened,Medical Reserve Corps,DISASTER MANAGEMENT,DISASTER MANAGEMENT AND SPECIAL OPERATIONS
298,EMS2026-2-1-1-5-04,JOB-2-1-1-5-04,2.1.1.5,2.1.1.5,Mechanical CPR At A Staffed Arrest,uncovered50_v3_source_hardened,Mechanical CPR and real-time feedback devices,RESUSCITATION,CLINICAL ASPECTS OF EMS MEDICINE
299,EMS2026-2-1-2-2-7-04,JOB-2-1-2-2-7-04,2.1.2.2.7,2.1.2.2.7,Maintaining Nasotracheal Intubation In Scope,uncovered50_v3_source_hardened,Nasal intubation,RESUSCITATION,CLINICAL ASPECTS OF EMS MEDICINE
300,EMS2026-2-3-11-3-4-02,JOB-2-3-11-3-4-02,2.3.11.3.4,2.3.11.3.4,Suspected MPox Source Control,paramedic_next_action_50,MPox,MEDICAL EMERGENCIES,CLINICAL ASPECTS OF EMS MEDICINE
301,EMS2026-1-2-4-4-02,JOB-1-2-4-4-02,1.2.4.4,1.2.4.4,Monitor Procurement Lifecycle Assessment,primary_doctrine_uncovered100,Equipment design and supply issues,EMS SYSTEMS,MEDICAL OVERSIGHT OF EMS
